ID,Name,DRAJ2000,DDECJ2000,Label
2,n/a,0,0,
6,n/a,0,0,
9,JaSt 93,268.3491,-29.8293,True PN
5,n/a,0,0,
10,SB 1,274.702,-32.7987,True PN
4,n/a,0,0,
8,K 6-4,264.4289,-27.8193,True PN
11,M 3-43,267.6012,-29.4219,True PN
3,n/a,0,0,
7,n/a,0,0,
1,n/a,0,0,
13,H 2-40,272.128,-31.6099,True PN
12,Al 2-J,263.8975,-27.4014,True PN
16,H 1-16,262.3473,-26.4346,True PN
18,JaSt 79,267.9731,-29.5148,Symbiotic Star
19,M 2-19,268.4401,-29.7295,True PN
17,Bl 3-10,268.8356,-29.96,True PN
23,IC 4634,255.3899,-21.8258,True PN
15,JaSt 69,267.5415,-29.3182,True PN
20,Wray 16-363,271.1837,-31.0467,True PN
22,M 2-28,271.2612,-30.9715,True PN
24,Terz N 41,260.0915,-24.8645,True PN
21,JaSt 19,264.9137,-27.7894,True PN
25,M 3-47,269.4307,-30.0416,True PN
14,PC 12,250.9741,-18.9533,True PN
27,M 3-19,269.5806,-30.0109,True PN
28,JaSt 36,265.6046,-27.9267,True PN
26,M 2-20,268.6057,-29.6024,True PN
30,KFL 1,269.8149,-30.0464,True PN
31,Al 2-Q,268.3543,-29.2858,True PN
29,JaSt 17,264.8801,-27.463,True PN
34,JaSt 77,267.7979,-28.9406,True PN
32,JaSt 96,268.49,-29.3377,True PN
35,Bl 3-15,268.1502,-29.111,True PN
33,H 2-32,269.1013,-29.6351,True PN
36,2MFGC 13750,258.5408,-23.5315,galaxy
38,M 3-22,270.5802,-30.2404,True PN
37,M 2-21,269.5399,-29.7389,True PN
39,H 2-11,262.3581,-25.8185,True PN
40,M 4-5,263.728,-26.5991,True PN
42,M 2-35,274.405,-31.9464,True PN
43,JaSt 38,265.635,-27.5544,True PN
44,JaSt 71,267.5965,-28.5529,True PN
47,JaSt 44,265.8473,-27.5681,True PN
41,JaSt 74,267.6948,-28.7431,True PN
48,M 3-23,271.7756,-30.5714,True PN
45,Sa 3-90,268.4572,-28.9865,True PN
46,H 2-46,274.656,-31.9126,True PN
52,SB 4,273.5591,-31.1859,True PN
51,K 1-4,265.1142,-27.0172,True PN
50,Bl 3-13,269.0115,-29.1878,True PN
49,JaSt 78,267.853,-28.5946,True PN
53,JaSt 54,266.2962,-27.5439,HII region
55,JaSt 62,267.1915,-27.9606,Not PN (check)
56,ShWi 2-5,270.9736,-29.8561,Symbiotic Star candidate
54,Sa 3-92,268.7169,-28.8154,True PN
59,JaSt 95,268.397,-28.4808,True PN
57,JaSt 56,266.4456,-27.5119,Possible PN
58,Hen 2-262,265.0534,-26.7393,True PN
60,H 1-47,270.1567,-29.364,True PN
64,H 1-15,262.1567,-24.8518,True PN
63,JaSt 89,268.2775,-28.3031,True PN
65,ShWi 2-1,270.61,-29.4182,True PN
61,SB 5,272.8142,-30.6306,Likely PN
62,Bl M,268.4467,-28.455,True PN
67,K 5-5,263.8422,-25.7131,True PN
68,SwSt 1,274.0511,-30.8688,True PN
66,K 6-17,268.0364,-28.0381,True PN
69,K 6-10,265.8206,-26.7382,True PN
70,Bl Q,268.6453,-28.212,True PN
73,H 1-14,262.0073,-24.4231,True PN
71,JaSt 63,267.1925,-27.4269,True PN
72,SB 6,273.316,-30.4336,True PN
76,H 1-56,271.9745,-29.7429,True PN
74,H 1-55,271.8106,-29.6901,True PN
78,ShWi 2-7,271.273,-29.3376,True PN
75,JaSt 52,266.155,-26.7904,True PN
77,H 2-31,269.01,-28.2367,True PN
80,H 1-45,269.5911,-28.2478,Symbiotic Star
79,K 5-10,265.352,-26.0648,True PN
82,H 1-54,271.7802,-29.2184,True PN
83,M 3-20,269.8305,-28.23,True PN
81,M 2-33,273.7772,-30.2591,True PN
84,PBOZ 24,264.4629,-25.3457,True PN
86,M 2-23,270.4276,-28.4289,True PN
85,JaFu 1,265.9884,-26.1982,True PN
88,H 1-63,274.0806,-30.1267,True PN
89,KFL 2,270.249,-28.2719,True PN
92,M 2-41,275.644,-30.7249,True PN
90,Cn 1-5,277.2985,-31.4998,True PN
93,H 2-37,271.12,-28.6273,True PN
87,Terz N 2337,267.188,-26.7235,True PN
94,NGC 6369,262.3352,-23.7595,True PN
91,K 5-11,265.625,-25.7575,True PN
98,Pe 2-11,269.6301,-27.6182,True PN
95,Wray 17-107,271.0226,-28.4641,True PN
97,PM 1-155,263.0533,-24.0832,Symbiotic Star candidate
96,M 1-38,271.5239,-28.675,True PN
100,K 5-3,262.6717,-23.7501,True PN
99,n/a,0,0,
101,H 1-11,260.3237,-22.3098,True PN
103,Th 3-27,263.9936,-24.4248,True PN
106,H 2-20,266.4157,-25.6667,True PN
102,M 1-37,271.3575,-28.3678,True PN
107,Terz N 1567,266.368,-25.6368,True PN
104,IC 5148/50,329.8967,-39.3856,True PN
105,M 1-42,272.7709,-28.9832,True PN
111,KFL 4,270.7144,-27.6835,True PN
109,H 2-39,272.024,-28.4363,True PN
110,PM 1-149,261.9738,-22.9552,True PN
108,Pe 2-12,270.292,-27.6406,True PN
112,K 5-7,264.334,-24.0582,True PN
115,KFL 12,272.6284,-28.323,True PN
113,Hb 4,265.47,-24.7023,True PN
117,KFL 19,275.7871,-29.7237,True PN
116,M 2-36,274.4226,-29.1388,True PN
114,H 2-17,265.0309,-24.4285,True PN
118,SB 7,274.4432,-29.1021,Likely PN
121,GLMP 572,262.4926,-22.6261,Not PN (check)
119,Ap 1-12,272.8962,-28.377,True PN
125,M 2-14,265.4886,-24.1877,True PN
122,H 2-43,273.1998,-28.3332,Symbiotic Star candidate
124,IC 4673,270.8267,-27.1063,True PN
120,SkAc 1,214.0915,13.8734,Possible PN
127,K 5-6,263.88,-23.1966,True PN
128,H 2-8,261.1895,-21.5598,True PN
129,M 2-30,273.1433,-27.9696,True PN
126,M 2-26,270.7994,-26.9751,True PN
131,H 1-59,272.8719,-27.771,True PN
123,NGC 6565,272.9686,-28.1784,True PN
130,H 2-15,263.6117,-22.8888,True PN
133,M 1-35,270.9138,-26.726,True PN
136,Hb 7,283.9077,-32.2635,True PN
132,H 2-41,273.099,-27.8705,True PN
134,KFL 7,271.7084,-27.1054,True PN
137,M 3-29,279.8574,-30.6769,True PN
135,Terz N 2111,267.1185,-24.69,True PN
138,Pe 1-12,274.4262,-28.2877,True PN
141,H 1-60,273.1048,-27.4869,True PN
140,KFL 11,272.551,-27.2764,True PN
143,M 2-37,274.6598,-28.1329,Likely PN
142,KFL 10,272.0055,-26.9004,True PN
144,n/a,0,0,
146,Kepler SNR,262.671,-21.4894,Supernova Remnant
151,H 2-25,267.252,-23.7152,True PN
145,H 1-53,271.4892,-26.4949,True PN
139,M 2-29,271.6703,-26.9155,True PN
147,SB 9,278.9263,-29.6397,Likely PN
150,M 3-26,274.0475,-27.2493,True PN
149,Hen 2-418,281.0608,-30.3269,True PN
148,H 1-24,263.4065,-21.7736,True PN
152,Hen 2-436,293.0279,-34.216,True PN
153,M 1-25,264.6263,-22.1441,True PN
155,H 1-27,265.0747,-22.3216,True PN
154,M 1-44,274.0723,-27.0763,True PN
156,H 2-42,273.0957,-26.5484,True PN
159,Hf 2-2,278.1285,-28.7222,True PN
157,Pe 1-9,266.403,-23.0404,True PN
162,M 3-12,264.0943,-21.5201,True PN
158,H 1-58,272.3077,-26.0413,True PN
161,StWr 2-21,288.5972,-32.5713,True PN
160,K 5-19,267.4637,-23.4623,True PN
163,M 3-13,265.4025,-22.2174,Likely PN
164,PBOZ 34,271.3557,-25.2266,True PN
165,H 2-44,273.419,-26.1441,True PN
167,H 1-34,267.032,-22.7799,True PN
168,KFL 16,274.225,-26.3892,True PN
166,M 3-24,271.9746,-25.4008,True PN
170,KFL 13,273.186,-25.7388,True PN
171,NGC 6620,275.7258,-26.8214,True PN
169,M 2-38,274.8548,-26.5889,True PN
174,M 2-31,273.3168,-25.5014,True PN
176,PRMG 1,316.4731,-37.1445,True PN
175,Th 4-3,267.1558,-22.2802,True PN
173,MaC 1-10,272.3018,-25.0763,Symbiotic Star candidate
177,KFL 15,273.581,-25.3471,True PN
178,HaTr 8,268.983,-22.9836,True PN
179,H 2-22,266.8914,-21.7898,True PN
172,H 2-16,264.981,-21.2365,True PN
180,H 2-18,265.8698,-21.1643,True PN
181,Pe 2-13,274.5557,-25.6358,True PN
184,H 1-61,273.1416,-24.8334,True PN
182,M 1-31,268.1727,-22.3658,True PN
185,PN PBOZ 29,266.9544,-21.5395,True PN
190,Wray 16-423,290.5443,-31.5107,True PN
186,M 1-41,272.3773,-24.2083,True PN
187,Al 1,278.7302,-27.105,True PN
191,Pe 2-10,268.4046,-21.9787,True PN
183,SB 13,275.751,-26.0877,True PN
188,H 2-45,273.6198,-24.7272,True PN
192,Vy 2-1,276.9984,-26.1134,True PN
193,M 1-24,264.5483,-19.6271,True PN
189,Th 4-7,268.0943,-21.8538,True PN
194,H 1-66,276.239,-25.6986,True PN
195,IC 4670,268.7793,-21.7445,True PN
196,Th 4-1,266.5867,-20.23,Symbiotic Star candidate
199,SB 14,275.927,-24.7912,True PN
200,M 2-34,274.3164,-23.9818,True PN
198,M 1-23,264.3417,-18.7783,True PN
197,M 1-22,263.7927,-18.5723,True PN
203,CGMW 3-54,263.3968,-17.6877,possible galaxy
201,H 1-65,275.0369,-24.2514,True PN
206,M 1-40,272.1083,-22.2815,True PN
204,M 2-39,275.5048,-24.1778,True PN
202,NGC 6445,267.3136,-20.0096,True PN
205,M 2-42,275.6337,-24.1577,True PN
208,H 1-64,274.5996,-23.4159,True PN
211,Th 4-2,266.5403,-18.6584,True PN
207,NGC 6644,278.1444,-25.1289,True PN
212,GLMP 707,271.035,-20.9515,True PN
209,Hen 2-406,277.9702,-24.7713,True PN
213,SB 15,277.811,-23.9682,Symbiotic Star candidate
216,Hen 3-1475,266.309,-17.9463,Transition Object
210,MaC 1-11,273.712,-22.7321,True PN
217,M 3-32,281.1797,-25.3594,True PN
215,Th 4-6,267.7384,-18.78,True PN
214,Th 4-9,269.0024,-19.4907,True PN
220,M 3-33,282.0505,-25.4812,True PN
218,NGC 6629,276.4269,-23.2029,True PN
222,Abell 41,262.2582,-15.2181,True PN
223,H 1-67,276.2707,-22.5813,True PN
225,PM 2-28,265.2502,-16.3035,Transition Object
219,SB 16,277.0886,-23.4238,Likely PN
221,NGC 6309,258.518,-12.9105,True PN
227,Th 4-10,269.277,-18.1115,True PN
226,M 2-17,268.02,-17.6016,True PN
228,Sa 2-230,265.5084,-15.9354,True PN
224,NGC 6537,271.3044,-19.843,True PN
230,Pe 1-13,278.7152,-22.7214,True PN
231,NGC 6578,274.0688,-20.4507,True PN
229,IC 4732,278.4776,-22.6447,True PN
233,M 2-15,266.7269,-16.2902,True PN
236,M 2-13,262.1425,-13.4391,True PN
235,M 1-47,277.2965,-21.7815,True PN
234,NGC 6439,267.0825,-16.479,True PN
239,My 121,281.6463,-23.4468,True PN
232,M 2-9,256.4081,-10.1429,Symbiotic Star candidate
240,Th 4-11,270.0367,-17.6787,Possible PN
238,SB 17,280.083,-22.9081,Likely PN
241,DeHt 10,256.73,-9.7837,True PN
237,Sa 2-237,266.1762,-15.7532,Symbiotic Star candidate
243,NGC 6567,273.4382,-19.0761,True PN
244,M 1-43,272.9537,-18.7727,True PN
242,SB 18,279.6794,-22.4039,True PN
246,M 1-32,269.0833,-16.4844,True PN
245,n/a,0,0,
249,M 1-45,275.7833,-19.2848,True PN
250,Pe 2-14,277.4977,-19.6771,True PN
247,PM 1-188,268.5879,-15.9311,True PN
248,M 1-62,282.6085,-22.5729,True PN
252,GLMP 869,286.1815,-23.4358,Transition Object
253,Sn 1,245.2684,-0.2696,True PN
256,We 4-5,288.5465,-23.69,Likely PN
255,M 1-48,277.375,-19.0957,True PN
251,M 1-33,269.745,-15.5374,True PN
254,n/a,0,0,
258,SaWe 3,276.5153,-18.2096,True PN
259,V-V 3-5,279.1348,-19.3242,True PN
261,V-V 3-6,279.2962,-19.0393,True PN
260,M 3-31,281.0074,-19.9146,True PN
257,PC 21,281.397,-20.5832,True PN
262,SB 19,279.9169,-19.2367,True PN
264,HaWe 14,299.5545,-26.4711,Possible PN
263,M 1-50,278.337,-18.2769,True PN
267,M 1-53,278.9514,-17.6023,True PN
265,SaSt 3-166,277.2969,-17.4536,True PN
266,K 2-5,268.6097,-12.8094,True PN
268,Abell 44,277.545,-16.7557,True PN
269,M 1-39,271.8779,-13.4799,True PN
270,Abell 42,262.8711,-8.3195,True PN
272,M 1-56,279.4427,-17.0963,True PN
275,Sa 3-134,277.3326,-15.1278,True PN
271,M 1-54,279.0348,-16.9992,True PN
274,SB 22,282.1267,-17.7319,Likely PN
277,Abell 65,296.6425,-23.137,True PN
273,M 1-46,276.9847,-15.5485,True PN
276,GLMP 621,265.5601,-8.7218,True PN
279,VSP 2-18,276.8058,-14.1429,True PN
278,SB 23,282.5549,-17.0393,Possible PN
281,M 1-52,278.4939,-14.8736,True PN
282,M 3-30,280.312,-15.5615,True PN
284,M 3-54,278.2656,-13.7389,True PN
283,Na 1,258.2163,-3.2667,True PN
280,Abell 51,285.2558,-18.2043,True PN
286,M 3-52,272.6101,-10.4847,True PN
287,PM 1-251,280.6032,-14.2533,True PN
288,M 4-10,278.5578,-13.2069,True PN
285,M 4-8,273.04,-10.7162,True PN
291,DeHt 3,289.2671,-18.0266,True PN
292,M 3-25,273.8207,-10.1693,True PN
289,M 1-61,281.4797,-14.4605,True PN
290,K 2-7,295.123,-20.452,True PN
294,Abell 66,299.3813,-21.6129,True PN
296,M 3-53,276.0329,-11.1117,True PN
293,M 1-60,280.9088,-13.7468,True PN
297,Abell 45,277.5643,-11.616,Likely PN
298,PM 1-231,276.492,-10.7579,True PN
299,Sa 1-8,282.6846,-13.5173,True PN
300,M 1-51,278.3708,-11.124,True PN
295,CTS 1,271.7491,-8.9258,True PN
303,M 3-55,278.3116,-10.2554,True PN
301,M 1-63,282.8789,-13.1769,True PN
305,MaC 1-12,275.338,-8.5284,True PN
306,AS 321,281.7665,-11.6866,True PN
302,We 1-7,281.0257,-12.2154,True PN
304,M 3-28,278.172,-10.0972,True PN
309,MaC 1-13,277.1469,-8.723,True PN
307,M 1-58,280.7374,-11.1148,True PN
311,MA 3,274.4558,-6.806,True PN
310,MA 2,273.8058,-6.9534,True PN
312,MaC 1-16,285.3407,-11.9722,True PN
308,M 1-57,280.0844,-10.6631,Likely PN
314,MA 13,277.6266,-7.4606,True PN
313,K 3-11,280.2805,-8.9331,True PN
317,M 4-9,273.5765,-4.9893,True PN
316,M 2-40,275.3494,-6.0322,True PN
315,M 1-59,280.8341,-9.0802,True PN
320,M 2-46,281.6443,-8.4672,True PN
319,Pe 1-17,281.9533,-9.1519,True PN
318,M 4-11,283.574,-10.0869,True PN
321,Abell 60,289.824,-12.2433,True PN
325,NGC 6818,295.9904,-14.1532,True PN
326,Pe 1-15,281.6025,-7.2429,True PN
327,Pe 1-14,280.5335,-6.682,True PN
323,K 4-8,283.5833,-8.7926,True PN
330,Pe 1-16,281.8844,-6.901,True PN
324,IC 1295,283.6542,-8.8273,True PN
328,Na 2,289.5813,-11.1043,True PN
322,IC 4593,242.9356,12.0714,True PN
331,Pe 1-19,282.436,-7.0264,True PN
329,Pe 2-15,281.3648,-6.9493,True PN
332,K 4-5,281.4023,-6.3095,True PN
334,Pe 1-18,282.1936,-5.9353,True PN
335,Abell 49,283.3679,-6.4788,True PN
336,Vy 1-4,283.5079,-6.4388,True PN
333,n/a,0,0,
337,IC 4846,289.1176,-9.0435,True PN
338,DeHt 2,265.421,3.1153,True PN
339,M 2-43,276.6669,-2.716,True PN
341,WeSb 3,271.5032,0.3774,True PN
343,K 3-2,276.2524,-1.5146,True PN
340,M 2-45,279.841,-4.3308,True PN
344,M 2-44,279.4038,-3.0989,True PN
345,K 3-7,278.5567,-2.4603,True PN
346,Pe 1-21,284.4571,-5.4612,True PN
342,Pe 1-20,284.3223,-5.9977,True PN
347,Abell 48,280.6955,-3.2215,True PN
349,NGC 6751,286.4815,-5.9925,True PN
348,TDC 1,281.2224,-3.3425,True PN
350,LSA 1,288.4821,-6.3145,True PN
351,Sh 2-68,276.2435,0.8601,Ionized ISM
353,K 3-6,278.3229,0.1964,True PN
357,PC 20,280.7644,-0.2771,True PN
352,Abell 47,278.844,-0.2305,True PN
355,K 3-3,276.7887,1.2407,True PN
354,M 3-34,291.7579,-6.5846,True PN
359,K 3-18,285.1451,-2.1993,Possible PN
356,HaTr 10,282.6027,-1.6717,True PN
360,CBSS 2,284.0653,-1.5668,True PN
358,WeSb 4,282.6679,-1.0531,True PN
361,PC 19,276.1855,2.4911,True PN
362,K 3-20,285.5423,-1.8126,True PN
365,K 3-19,285.4024,-1.3189,True PN
364,M 1-66,284.6094,-1.0627,True PN
366,CBSS 3,283.5285,-0.3341,True PN
363,K 3-4,277.751,2.4243,True PN
367,K 3-1,275.8405,3.6077,True PN
368,Abell 55,287.6074,-2.3399,True PN
371,CBSS 1,285.0672,-0.2424,True PN
372,NGC 6741,285.6545,-0.4492,True PN
370,Sa 3-151,284.7156,-0.5493,True PN
373,K 3-13,281.3524,2.0233,True PN
369,NGC 6772,288.6516,-2.707,True PN
376,PM 1-308,294.0731,-3.8904,True PN
378,NGC 6572,273.0264,6.8536,True PN
377,NGC 6778,289.604,-1.5964,True PN
374,HaWe 13,292.78,-3.7088,True PN
379,Ap 2-1,284.5436,1.6159,HII region
380,PM 1-253,280.9025,3.7779,Symbiotic Star candidate
375,K 3-5,277.941,4.0859,True PN
383,Abell 43,268.3845,10.6233,True PN
382,Sh 2-71,285.4998,2.1545,True PN
384,NGC 7293,337.4106,-20.8371,True PN
387,Abell 58,289.5853,1.7832,True PN
381,K 3-26,288.6632,0.2268,True PN
385,HaTr 13,287.0089,2.3567,True PN
388,NGC 7009,316.0453,-11.3634,True PN
389,NGC 6790,290.7374,1.5129,True PN
390,Abell 56,288.2755,2.88,True PN
391,Abell 70,307.8883,-7.0884,True PN
392,Cn 3-1,274.3921,10.151,True PN
386,HaTr 11,285.7473,3.0393,True PN
393,K 4-19,288.3443,3.4168,True PN
396,M 1-69,288.4746,3.6282,True PN
395,YM 16,283.7388,6.042,True PN
397,PM 1-267,284.0942,5.8835,Not PN
394,PM 1-264,283.7256,5.8031,True PN
400,K 3-17,284.0757,7.1239,True PN
398,PM 1-285,287.7225,4.4579,True PN
401,Abell 53,286.6913,6.3979,True PN
404,PM 1-273,285.274,8.4267,Likely PN
402,K 3-30,289.1154,5.2221,True PN
403,HaTr 14,287.3068,7.0956,True PN
407,K 3-14,282.1368,10.5974,True PN
399,M 2-47,288.394,4.6346,True PN
409,NGC 6807,293.6397,5.684,True PN
408,NGC 6852,300.1634,1.728,True PN
410,M 4-14,290.253,7.6146,True PN
405,K 3-15,282.9231,9.9146,Possible PN
412,M 1-65,284.1402,10.8695,True PN
411,NGC 6210,251.123,23.7999,True PN
414,PM 1-276,285.574,10.2925,True PN
413,PM 2-40,289.4607,8.2523,Likely PN
416,Abell 67,299.613,3.0498,True PN
417,K 3-16,283.2568,12.2666,True PN
419,PM 1-281,286.6339,10.7233,True PN
418,CTSS 2,282.6952,12.6251,True PN
415,M 3-27,276.9511,14.485,True PN
406,NGC 6781,289.617,6.5387,True PN
420,K 3-36,293.1648,7.4643,True PN
421,We 3-1,278.511,14.8221,True PN
424,K 3-22,287.3608,12.0124,Symbiotic Star candidate
423,K 1-14,265.6522,21.4498,True PN
427,PB 9,291.9367,10.4058,True PN
422,Vy 2-2,291.0926,9.899,True PN
426,K 3-33,290.6111,10.6893,True PN
425,NGC 6804,292.8964,9.2253,True PN
431,CTSS 4,286.5955,13.7461,True PN
429,PM 1-301,290.7098,11.4654,True PN
433,K 3-21,285.668,14.4807,True PN
430,Sh 2-78,285.7921,14.1164,True PN
428,NGC 6803,292.8187,10.056,True PN
434,Abell 62,293.3245,10.6166,True PN
435,PM 1-286,287.8993,13.5199,Possible PN
432,Abell 39,246.8906,27.9093,True PN
438,K 4-16,286.2142,15.7935,True PN
437,K 3-29,288.8773,14.0638,True PN
439,K 3-24,288.0242,15.1512,True PN
440,DeHt 4,291.6169,13.3242,Likely PN
436,PB 10,292.06,12.3267,True PN
441,M 4-13,288.4101,14.9887,True PN
442,H 4-1,194.8658,27.6363,True PN
444,Hen 2-428,288.2728,15.7776,True PN
446,Abell 52,286.1348,17.9521,True PN
445,M 1-67,287.8787,16.8606,CircumStellar matter
443,PM 1-290,288.3297,15.661,Likely PN
448,V886 Her,272.0837,24.1787,PAGB/Pre-PN
447,K 4-28,292.5695,14.7894,True PN
449,WhMe 1,288.749,17.3795,Symbiotic Star candidate
450,PC 22,295.5145,13.8437,True PN
451,Hen 2-430,288.5172,17.5257,True PN
453,Hu 2-1,282.4482,20.8443,True PN
454,KLW 1,291.4188,16.5514,True PN
452,PM 1-295,289.8282,17.1967,Likely PN
456,M 1-73,295.2889,14.9498,True PN
455,K 1-17,285.9057,19.3563,True PN
459,Me 1-1,294.7909,15.9467,True PN
458,M 1-74,295.5781,15.1523,True PN
457,K 1-15,266.2358,27.3352,artefact
468,NGC 6891,303.7868,12.7043,True PN
460,BD+33 2642,237.9995,32.9484,Transition Object
461,K 3-41,294.8162,16.3468,True PN
462,K 3-31,289.761,19.0392,True PN
463,KLSS 1-1,290.7289,18.7022,True PN
464,K 3-38,293.8265,17.2169,True PN
465,Vy 1-2,268.5958,27.9994,True PN
471,K 3-43,295.1077,18.8201,True PN
472,Hen 2-432,290.8534,21.1335,True PN
473,Hen 1-1,290.9453,21.1106,True PN
474,Abell 54,287.1649,22.9829,True PN
475,Abell 46,277.8262,26.9369,True PN
466,Abell 59,289.6668,19.5758,True PN
476,M 1-71,294.1122,19.7067,True PN
477,Hen 1-2,291.6573,21.1575,True PN
478,K 3-35,291.9335,21.5011,True PN
479,K 3-42,294.8992,20.3172,True PN
480,K 3-51,300.6514,17.6142,True PN
481,NGC 6879,302.6112,16.9226,True PN
467,Abell 63,295.5428,17.0873,True PN
482,Hen 2-447,296.3424,21.3345,True PN
483,IC 4997,305.0365,16.7316,True PN
484,Abell 57,289.2739,25.626,True PN
485,WeSb 5,300.425,19.9111,Likely PN
486,Si 1-2,286.53,27.2163,True PN
487,K 3-40,294.0909,23.6633,True PN
469,M 1-72,295.3916,17.7549,True PN
489,K 3-34,291.0114,25.3132,True PN
488,Hen 1-3,297.11,22.1437,True PN
490,Kn 9,296.246,22.7633,Possible PN
491,PM 1-313,296.3925,22.9757,True PN
492,K 3-37,293.4448,24.5409,True PN
493,Abell 72,312.5086,13.5582,True PN
494,K 3-39,293.9768,24.9139,True PN
495,Abell 68,300.0442,21.7156,True PN
470,KLSS 1-2,291.6673,20.4875,True PN
496,NGC 6886,303.1784,19.9896,True PN
497,Hen 1-5,302.9836,20.3346,True PN
500,Hen 2-440,294.5348,25.2613,True PN
498,HuDo 1,294.7172,25.0924,True PN
501,NGC 6853,299.9016,22.7211,True PN
499,K 3-45,296.5651,24.1844,True PN
502,K 3-27,288.6249,28.6793,True PN
504,NGC 6905,305.5956,20.1047,True PN
506,DdDm 1,250.0757,38.7055,True PN
505,Hen 2-442,294.9307,26.4925,Symbiotic Star
503,M 1-91,293.24,26.8786,Symbiotic Star candidate
508,M 2-48,297.6189,25.9084,True PN
510,K 3-54,301.2443,25.4437,Likely PN
507,NGC 6765,287.7773,30.5455,True PN
509,NGC 6720,283.3962,33.0292,True PN
512,BD+30 3639,293.6885,30.5164,True PN
513,K 3-53,300.8435,27.0152,True PN
511,NGC 6058,241.1106,40.6831,True PN
516,Hen 1-6,304.3393,25.363,True PN
515,We 1-9,302.2695,26.4489,True PN
514,M 1-64,282.5087,35.2434,True PN
518,NGC 6842,298.7597,29.2883,True PN
517,TaWe 2,295.95,30.2354,True PN
519,NGC 7094,324.2207,12.7887,True PN
520,Hen 1-7,304.9089,27.0031,True PN
521,K 4-37,297.7528,31.0413,True PN
523,Hen 2-459,303.4912,29.5655,True PN
522,K 3-52,300.7977,30.5428,True PN
524,Hen 1-4,299.826,31.9107,True PN
525,K 4-41,299.1418,32.3703,True PN
526,PC 23,297.9697,32.9883,True PN
527,Sp 4-1,285.1106,38.3522,True PN
529,K 3-46,297.5008,33.7642,True PN
528,M 1-75,301.1837,31.4568,True PN
530,KLW 5,300.1751,32.4614,True PN
531,K 3-49,298.5026,33.3701,True PN
533,K 3-58,305.493,29.9895,True PN
534,K 3-55,301.7342,32.2759,True PN
532,NGC 6894,304.0999,30.5648,True PN
535,TaWe 4,298.5716,35.1176,True PN
536,PM 1-316,300.2205,34.4728,Possible PN
539,GLMP 1003,310.6915,30.0685,Possible prePN
537,M 3-35,305.2657,32.49,True PN
538,K 3-57,303.1987,34.3424,True PN
542,NGC 6881,302.7186,37.4119,True PN
541,K 3-76,306.2703,33.5808,True PN
540,Abell 74,319.2178,24.1477,True PN
544,Sa 4-1,258.4598,49.2698,True PN
543,ARO 342,301.0671,39.5925,True PN
546,Abell 69,304.9928,38.4008,True PN
545,Pa 5,289.877,44.762,True PN
547,KjPn 3,304.3144,38.84,Symbiotic Star candidate
548,LS II +34 26,312.0693,34.4568,Transition Object
549,KjPn 1,303.1,40.7582,True PN
550,KjPn 2,303.8425,40.5791,Likely PN
551,Abell 61,289.7926,46.2478,True PN
554,Dd 1,302.1792,42.5026,True PN
553,NGC 6742,284.8327,48.4654,True PN
555,Sd 1,307.3289,40.2557,True PN
556,M 4-17,302.258,43.7288,True PN
557,K 3-56,301.7308,44.2385,True PN
559,Abell 78,323.8719,31.6962,True PN
558,MWP 1,319.2846,34.2076,Likely PN
561,NGC 6884,302.5986,46.461,True PN
560,Kn 24,318.407,37.2604,True PN
562,NGC 6833,297.4441,48.9611,True PN
552,K 4-53,310.568,37.6748,True PN
563,NGC 6826,296.2007,50.5251,True PN
564,KLSS 2-5,305.5682,47.0655,True PN
565,K 3-81,320.5641,38.1209,True PN
567,K 4-55,311.2918,44.6541,True PN
568,NGC 7027,316.7573,42.236,True PN
566,n/a,0,0,
569,Abell 71,308.0979,47.3477,True PN
570,Jacoby 1,230.444,52.3678,True PN
571,We 1-10,307.9682,48.8805,True PN
573,Hu 1-2,323.2848,39.636,True PN
574,We 2-245,319.5309,43.8127,HII region
572,IPHASX J205013.6+465515,312.557,46.9209,True PN
575,K 3-78,311.3446,50.3778,True PN
578,M 1-77,319.7807,46.3131,True PN
577,NGC 7026,316.5774,47.8519,True PN
579,Sh 1-89,318.5315,47.7726,True PN
576,NGC 7048,318.5635,46.2882,True PN
580,IC 5117,323.129,44.5966,True PN
581,K 3-84,324.7042,46.0077,True PN
583,K 3-79,313.3066,53.7617,True PN
584,K 3-82,322.7147,50.0024,True PN
585,M 1-79,324.2554,48.9344,True PN
582,We 1-11,317.7178,50.7874,True PN
586,NGC 7008,315.1369,54.5432,True PN
588,K 1-16,275.4671,64.3648,True PN
587,M 1-78,320.1867,51.8911,HII region
590,GLMP 1047,329.1373,47.6037,Transition Object
589,K 3-83,323.9328,50.9047,True PN
594,K 3-61,322.503,54.4576,True PN
592,K 3-62,322.9592,52.5643,True PN
595,NGC 6543,269.6392,66.633,True PN
591,M 2-49,325.8234,50.4207,True PN
596,TK 2,264.5106,66.8966,Ionized ISM
593,Abell 73,314.1126,57.4342,True PN
598,M 2-50,329.4242,51.6942,True PN
599,K 3-63,324.7999,55.7678,True PN
597,M 3-62,323.0427,55.8785,HII region
600,K 3-60,321.8603,57.6518,True PN
603,Me 2-2,337.932,47.8011,True PN
602,HaWe 15,337.6393,47.5231,True PN
601,LS III +52 24,331.0512,53.067,Transition Object
604,IC 5217,335.9822,50.9668,True PN
605,NGC 7076,321.5981,62.8922,True PN
609,M 2-52,335.1281,57.606,True PN
