idPNMain,PNG,Name,RAJ2000,DECJ2000,DRAJ2000,DDECJ2000,LABEL
3038,345.9+03.0a,MPA J1654-3845,54:32.6,-38:45:03.35,253.63569,-38.75093, True PN
3039,345.9-08.0,PHR J1743-4504,43:46.5,-45:04:53.26,265.94377,-45.08146, Possible PN
3040,346.1+02.8,MPA J1656-3841,56:01.7,-38:41:50.68,254.00723,-38.69741, True PN
3041,346.2-02.6,PHR J1719-4153,19:31.3,-41:53:09.10,259.88039,-41.88586, True PN
3042,346.4+09.3,PHR J1632-3415,32:44.7,-34:15:43.0,248.18625,-34.26194, Possible PN
3043,346.5+05.6,PHR J1646-3637,46:21.7,-36:37:18.12,251.59045,-36.6217, True PN
3044,346.5+02.7,PPA J1657-3826,57:44.8,-38:26:47.8,254.43679,-38.44661, True PN
3045,346.5+13.5,PHR J1618-3119,18:30.2,-31:19:51.92,244.62584,-31.33109, True PN
3046,346.8-00.7,MPA J1713-4015,13:10.8,-40:15:56.09,258.295,-40.26558, Likely PN
3047,346.9-08.9,PHR J1750-4438,50:45.7,-44:38:21.98,267.69035,-44.63944, True PN
3048,347.0+12.9,BMP J1621-3121,21:37.9,-31:21:29.05,245.40802,-31.35807, Possible PN
3049,347.0+00.3,PHR J1709-3931,09:10.1,-39:31:06.5,257.29208,-39.51847, True PN
3050,347.2-00.8,PHR J1714-4006,14:49.3,-40:06:08.96,258.70545,-40.10249, True PN
3051,347.3+05.0,PHR J1651-3621,51:26.8,-36:21:36.2,252.86163,-36.36006, Likely PN
3053,347.4+01.8,PHR J1704-3819,04:17.0,-38:19:57.4,256.07067,-38.33261, True PN
3054,347.4+01.6,PPA J1704-3824,04:59.1,-38:24:04.00,256.2463,-38.40111, True PN
3055,347.8-01.1,MPA J1717-3945,17:49.3,-39:45:58.43,259.45548,-39.76623, True PN
3056,347.9+01.9,PPA J1705-3748,05:27.1,-37:48:48.7,256.36292,-37.81353, True PN
3057,348.0-00.3,MPA J1715-3903,15:16.1,-39:03:48.24,258.81722,-39.0634, True PN
3058,348.3-03.6,MPA J1729-4043,29:57.6,-40:43:46.85,262.48986,-40.72968, True PN
3059,348.3-01.3,PHR J1720-3927,20:14.4,-39:27:47.84,260.05999,-39.46329, Likely PN
3060,348.4+04.9,MPA J1655-3535,55:22.1,-35:35:23.89,253.84191,-35.58997, True PN
3061,348.7-02.5,MPA J1726-3950,26:34.3,-39:50:20.15,261.64282,-39.83893, True PN
3062,348.7+01.3,PHR J1710-3732,10:12.3,-37:32:51.07,257.5513,-37.54752, True PN
3063,348.8+01.9,PPA J1708-3705,08:23.4,-37:05:35.88,257.0975,-37.0933, Likely PN
3064,349.1-01.7,PHR J1724-3859,24:30.7,-38:59:43.91,261.1279,-38.99553, True PN
3065,349.3+07.4,PHR J1648-3318,48:45.2,-33:18:56.4,252.18833,-33.31567, True PN
3066,349.5+02.0,PHR J1709-3629,09:33.9,-36:29:25.01,257.39125,-36.49028, True PN
3067,349.6-02.1,MPA J1727-3851,27:36.8,-38:51:08.64,261.90346,-38.8524, True PN
3068,349.6+03.1,PHR J1706-3544,06:01.9,-35:44:37.03,256.50797,-35.74362, True PN
3069,349.7+04.0,PPA J1702-3509,02:46.1,-35:09:02.05,255.69209,-35.15057, Likely PN
3070,349.7+06.2,PPA J1654-3343,54:08.3,-33:43:58.6,253.53438,-33.73294, True PN
3071,349.9+03.2,PHR J1706-3528,06:24.5,-35:28:37.96,256.60215,-35.47721, True PN
3072,350.1-04.8,PHR J1740-3949,40:24.6,-39:49:49.6,265.10233,-39.83044, True PN
3073,350.3+06.4,MPA J1655-3310,55:01.2,-33:10:10.99,253.75497,-33.16972, True PN
3074,350.4+02.0,RPZM 5,12:34.0,-35:43:20.06,258.14163,-35.72224, Likely PN
3075,350.8-03.6,MPA J1737-3837,37:05.2,-38:37:17.22,264.27178,-38.62145, True PN
3076,350.8+01.7,RPZM 7,14:49.8,-35:35:40.16,258.70741,-35.59449, Likely PN
3077,350.8-03.0,PPA J1734-3817,34:52.8,-38:17:18.3,263.71992,-38.28842, True PN
3078,350.9-03.7,PHR J1738-3839,38:00.5,-38:39:13.93,264.50214,-38.65387, Likely PN
3079,350.9-02.9,Wray 16-287,34:20.0,-38:09:05.94,263.5833,-38.15165, True PN
3080,350.9+07.8,PHR J1651-3148,51:46.7,-31:48:20.95,252.94458,-31.80582, Likely PN
3081,351.0+03.1,PHR J1709-3436,09:46.1,-34:36:04.68,257.442,-34.6013, Likely PN
3082,351.0+05.8,PHR J1659-3258,59:25.8,-32:58:33.85,254.85747,-32.97607, Likely PN
3083,351.1+03.1,PPA J1710-3434,10:19.8,-34:34:34.8,257.58254,-34.57633, True PN
3084,351.1+02.6,PHR J1712-3452,12:19.0,-34:52:06.96,258.07919,-34.8686, True PN
3085,351.1-03.9,PHR J1739-3829,39:17.2,-38:29:43.98,264.82165,-38.49555, True PN
3086,351.2-03.0,PHR J1735-3759,35:29.0,-37:59:26.16,263.87086,-37.9906, True PN
3087,351.2+04.5,PHR J1704-3337,04:45.6,-33:37:48,256.19,-33.63, Possible PN
3088,351.5-03.4,PPA J1738-3753,38:11.0,-37:53:40.81,264.54583,-37.89467, True PN
3089,351.8-02.7,MPA J1736-3717,36:10.1,-37:17:07.80,264.04211,-37.2855, True PN
3090,351.9+03.9,PHR J1709-3327,09:21.8,-33:27:47.16,257.34084,-33.4631, True PN
3091,351.9-05.6,PHR J1748-3844,48:45.1,-38:44:14.10,267.18785,-38.73725, Possible PN
3092,352.0+05.7,PHR J1702-3219,02:43.1,-32:19:09.19,255.67958,-32.31922, True PN
3093,352.1-02.6,PHR J1736-3659,36:17.3,-36:59:46.86,264.07208,-36.99635, Likely PN
3095,352.2+02.4,PHR J1715-3406,15:58.0,-34:06:43.02,258.99161,-34.11195, True PN
3096,352.2-04.3,PHR J1743-3749,43:49.0,-37:49:49.15,265.95412,-37.83032, True PN
3098,352.2-05.1,PHR J1747-3811,47:39.9,-38:11:42.83,266.91623,-38.19523, True PN
3099,352.3+12.2,MPA J1640-2757,40:10.5,-27:57:33.26,250.04387,-27.95924, Likely PN
3100,352.4-02.7,PPA J1737-3650,37:37.6,-36:50:17.88,264.40671,-36.8383, Likely PN
3101,352.6+02.2,PPA J1717-3349,17:56.2,-33:49:27.23,259.48417,-33.82423, True PN
3102,352.7-02.5,PPA J1737-3627,37:36.6,-36:27:06.08,264.40254,-36.45169, Likely PN
3103,352.7-01.7,PPA J1734-3600,34:22.3,-36:00:47.8,263.59275,-36.01328, True PN
3104,352.8+08.4,MPA J1654-3000,54:52.6,-30:00:51.91,253.71899,-30.01442, True PN
3105,352.8+03.0,PPA J1715-3313,15:10.4,-33:13:48.04,258.79333,-33.23001, True PN
3106,352.8-00.5,MPA J1729-3513,29:37.5,-35:13:45.80,262.40628,-35.22939, Likely PN
3107,352.8-04.6,PPA J1746-3725,46:59.7,-37:25:35.94,266.74873,-37.42665, True PN
3108,353.0-04.4,PHR J1746-3713,46:24.3,-37:13:08.6,266.60146,-37.21906, Likely PN
3109,353.2+02.4,PPA J1718-3315,18:44.9,-33:15:23.94,259.68705,-33.25665, True PN
3110,353.2+04.2,PHR J1711-3210,11:54.8,-32:10:29.17,257.97834,-32.17477, True PN
3111,353.3-02.9,PHR J1740-3607,40:50.2,-36:07:46.56,265.209,-36.1296, True PN
3112,353.3-02.2,PPA J1738-3546,38:16.2,-35:46:29.06,264.56745,-35.77474, True PN
3113,353.5-02.6,PPA J1740-3551,40:21.4,-35:51:30.8,265.08933,-35.85856, True PN
3114,353.6-01.3,MPA J1735-3502,35:16.7,-35:02:49.92,263.81979,-35.0472, Likely PN
3115,353.6+01.7,PPA J1722-3317,22:35.4,-33:17:14.2,260.64729,-33.28728, True PN
3116,353.6+02.6,MPA J1719-3247,19:10.2,-32:47:23.21,259.7924,-32.78978, True PN
3117,353.6-02.6,PN RPZM 31,40:45.6,-35:43:58.15,265.18997,-35.73282, True PN
3118,353.7+06.1,PHR J1705-3039,05:59.8,-30:39:50.76,256.499,-30.6641, True PN
3119,353.7-01.1,PPA J1734-3449,34:30.3,-34:49:02.96,263.62629,-34.81749, Likely PN
3120,353.8-03.7,PHR J1745-3609,45:31.2,-36:09:57.24,266.38,-36.1659, True PN
3122,353.9-05.8,PHR J1754-3708,54:46.6,-37:08:48.12,268.694,-37.1467, True PN
3123,353.9+03.6,PHR J1715-3159,15:48.3,-31:59:21.91,258.95126,-31.98942, True PN
3124,353.9+02.0,PHR J1722-3251,22:12.8,-32:51:15,260.55333,-32.85417, Possible PN
3126,354.0-01.3,PPA J1736-3444,36:05.7,-34:44:06.97,264.02373,-34.73527, Likely PN
3127,354.0+04.8,MPA J1711-3112,11:37.0,-31:12:21.17,257.90428,-31.20588, Likely PN
3128,354.0-00.8,PHR J1734-3426,34:13.7,-34:25:59.95,263.55713,-34.43332, True PN
3129,354.0+04.7,PHR J1712-3114,12:10.1,-31:14:39.95,258.04212,-31.24443, True PN
3130,354.0-05.8,BMP J1755-3701,55:24.8,-37:01:46.78,268.85344,-37.02966, Possible PN
3131,354.3-07.5,PHR J1803-3738,03:27.2,-37:38:52.01,270.86337,-37.64778, Possible PN
3132,354.3+00.5,PHR J1729-3321,29:14.5,-33:21:38.2,262.31058,-33.36061, Likely PN
3133,354.4+05.4,PHR J1710-3032,10:43.4,-30:32:28.00,257.68083,-30.54111, True PN
3134,354.4+02.2,PPA J1723-3223,23:04.2,-32:23:10.10,260.76754,-32.38614, True PN
3135,354.5+04.8,PHR J1712-3049,12:53.9,-30:49:52.18,258.2246,-30.83116, True PN
3136,354.5+02.4,PHR J1722-3210,22:11.7,-32:10:45.08,260.54874,-32.17919, True PN
3137,354.5-02.0,PPA J1740-3438,40:08.8,-34:38:15.07,265.03662,-34.63752, Likely PN
3138,354.5-03.9,Sab 41,48:16.3,-35:38:30.98,267.06796,-35.64194, True PN
3140,354.5-02.0a,PPA J1740-3437,40:30.5,-34:37:17.22,265.12707,-34.62145, True PN
3141,354.6-01.4,PPA J1737-3414,37:53.9,-34:14:27.10,264.47456,-34.24086, Likely PN
3142,354.6-04.5,PPA J1750-3548,50:56.1,-35:48:49.07,267.73381,-35.81363, True PN
3143,354.7-03.9,MPA J1748-3530,48:48.6,-35:30:29.92,267.20265,-35.50831, True PN
3144,354.7+02.8,PPA J1721-3149,21:23.7,-31:49:52.00,260.34872,-31.83111, True PN
3145,354.7+03.2,PHR J1719-3134,19:54.5,-31:34:45.84,259.977,-31.5794, True PN
3146,354.8+01.8,PPA J1725-3216,25:15.9,-32:16:11.6,261.31604,-32.26989, True PN
3147,354.8+05.1,PHR J1712-3021,12:39.0,-30:21:38.8,258.16271,-30.36078, True PN
3148,354.8-00.5,PHR J1735-3333,35:02.7,-33:33:27.90,263.76124,-33.55775, Possible PN
3149,354.8+01.6,PHR J1726-3221,26:25.8,-32:21:50.08,261.60753,-32.36391, Likely PN
3151,354.9+03.3,PHR J1719-3121,19:37.0,-31:21:09.7,259.90417,-31.35269, True PN
3152,354.9-02.8,MPA J1744-3444,44:43.5,-34:44:25.66,266.18127,-34.74046, True PN
3153,354.9-04.4,PHR J1751-3531,51:23.0,-35:31:20.28,267.846,-35.5223, True PN
3154,355.0+02.6,RPZM 13,22:40.8,-31:39:54.94,260.67001,-31.66526, True PN
3156,355.0+05.8,PHR J1710-2946,10:47.8,-29:46:37.92,257.699,-29.7772, True PN
3157,355.1+03.7,PHR J1718-3055,18:46.7,-30:55:29.10,259.69462,-30.92475, True PN
3158,355.2-02.0,PPA J1741-3405,41:59.1,-34:05:34.1,265.49608,-34.09281, True PN
3159,355.2-05.0,PHR J1754-3533,54:30.2,-35:33:12.24,268.626,-35.5534, True PN
3160,355.3+05.2,PHR J1713-2957,13:35.1,-29:57:39.2,258.39625,-29.96089, True PN
3161,355.3+03.1,PPA J1721-3110,21:38.9,-31:10:34.3,260.41208,-31.17619, Likely PN
3162,355.3-03.2,PPA J1747-3435,47:08.3,-34:35:43.0,266.78467,-34.59528, True PN
3163,355.3-04.1,PHR J1750-3500,50:56.9,-35:00:46.08,267.73709,-35.0128, True PN
3164,355.3+03.8,MPA J1719-3043,19:20.1,-30:43:40.3,259.83363,-30.72786, Likely PN
3165,355.4-05.7,MPA J1757-3547,57:59.5,-35:47:57.91,269.49783,-35.79942, True PN
3166,355.4-03.1,PPA J1746-3428,46:51.6,-34:28:04.44,266.715,-34.4679, True PN
3167,355.4-02.6,PHR J1745-3413,45:03.7,-34:13:28.2,266.26542,-34.2245, True PN
3168,355.4+03.6,PHR J1719-3044,19:54.8,-30:44:58.06,259.97827,-30.74946, True PN
3169,355.5-04.8,PHR J1754-3515,54:17.4,-35:15:39.06,268.57248,-35.26085, True PN
3170,355.5-06.3,BMP J1800-3600,00:48.1,-36:00:32.11,270.20028,-36.00892, True PN
3171,355.5-01.1,MPA J1739-3320,39:07.8,-33:20:43.08,264.78235,-33.3453, Possible PN
3172,355.5+04.7,PHR J1716-3002,16:04.1,-30:02:16.19,259.01708,-30.03783, True PN
3173,355.5+03.6,PHR J1720-3041,20:30.4,-30:41:47.4,260.12658,-30.6965, True PN
3174,355.5-03.7,PHR J1749-3438,49:58.9,-34:38:37.97,267.49538,-34.64388, True PN
3175,355.6+05.1,MPA J1714-2946,14:48.3,-29:46:46.99,258.70123,-29.77972, True PN
3176,355.6+01.4,PPA J1729-3152,29:11.0,-31:52:44.7,262.29583,-31.87908, True PN
3177,355.6-02.3,PHR J1744-3355,44:27.9,-33:55:19.99,266.1162,-33.92222, True PN
3178,355.6+03.6,PHR J1720-3038,20:43.1,-30:38:36.2,260.17954,-30.64339, True PN
3179,355.6+04.1,PHR J1718-3019,18:37.2,-30:19:25.03,259.65493,-30.32362, True PN
3180,355.6-01.4,PHR J1740-3324,40:54.9,-33:24:18.07,265.22876,-33.40502, True PN
3181,355.8+01.7,MPA J1728-3132,28:31.1,-31:32:08.81,262.12972,-31.53578, True PN
3182,355.8+04.5,PHR J1717-2954,17:44.0,-29:54:29.84,259.43338,-29.90829, True PN
3183,355.8+03.5,PHR J1721-3027,21:31.7,-30:27:19.7,260.38225,-30.45547, True PN
3184,355.9-04.4,PHR J1753-3443,53:39.8,-34:43:40.2,268.41567,-34.72783, True PN
3185,355.9+00.7,PPA J1732-3201,32:44.5,-32:01:07.5,263.18533,-32.01875, Possible PN
3186,355.9+03.1,PPA J1723-3038,23:23.5,-30:38:40.13,260.84791,-30.64448, True PN
3187,355.9+04.1,PHR J1719-3003,19:47.2,-30:03:56.1,259.94654,-30.06558, True PN
3188,355.9+06.1,Terz N 7,11:59.5,-28:51:34.2,257.99771,-28.8595, Likely PN
3189,356.0-01.8,PPA J1743-3315,43:07.2,-33:15:54.04,265.78002,-33.26501, True PN
3190,356.0-01.4,PPA J1741-3302,41:33.4,-33:02:15.07,265.38914,-33.03752, True PN
3191,356.0-04.2,PHR J1753-3428,53:04.9,-34:28:39.18,268.27041,-34.47755, True PN
3192,356.0+02.8,PN PBOZ 3,24:58.3,-30:43:04.0,261.24313,-30.71778, True PN
3193,356.1-02.7,PPA J1747-3341,47:04.7,-33:41:02.7,266.76979,-33.68408, True PN
3194,356.1-02.1,PHR J1744-3319,44:51.8,-33:19:30.04,266.21578,-33.32501, True PN
3195,356.2+02.5,PPA J1726-3045,26:23.6,-30:45:38.84,261.59832,-30.76079, True PN
3196,356.2-03.6,PPA J1751-3401,51:06.9,-34:01:40.94,267.77881,-34.02804, True PN
3197,356.2+05.1,PHR J1716-2916,16:41.8,-29:16:21.0,259.17396,-29.2725, True PN
3198,356.2-03.2,PHR J1749-3347,49:23.8,-33:47:41.06,267.34915,-33.79474, True PN
3199,356.2-08.9,PHR J1814-3635,14:13.6,-36:35:34.87,273.55668,-36.59302, Possible PN
3200,356.2+02.7,MPA J1725-3033,25:33.4,-30:33:56.99,261.38916,-30.56583, True PN
3201,356.2+05.3,PHR J1715-2905,15:46.1,-29:05:04.16,258.94211,-29.08449, True PN
3202,356.3-02.6,MPA J1747-3326,47:27.5,-33:26:38.65,266.86472,-33.44407, True PN
3203,356.4+04.8,PHR J1718-2914,18:12.2,-29:14:58.06,259.55082,-29.24946, True PN
3204,356.4+04.3,PHR J1720-2931,20:14.0,-29:31:28.88,260.05832,-29.52469, Likely PN
3205,356.5-01.8,PPA J1744-3252,44:28.0,-32:52:11.17,266.1167,-32.86977, True PN
3206,356.5+02.2,Sab 49,28:07.7,-30:38:18.13,262.03202,-30.63837, True PN
3207,356.5-03.4,MPA J1751-3339,51:20.7,-33:39:13.18,267.8362,-33.65366, True PN
3208,356.5-04.1,PPA J1754-3358,54:02.9,-33:58:51.5,268.51208,-33.98097, True PN
3209,356.6+02.3,PHR J1728-3032,28:14.2,-30:32:14.03,262.05911,-30.53723, True PN
3210,356.6-04.7,PHR J1756-3414,56:48.2,-34:14:31.99,269.2009,-34.24222, True PN
3211,356.6+07.5,K 6-20,08:44.9,-27:31:01.96,257.18709,-27.51721, True PN
3212,356.6-01.9,Terz N 23,45:09.8,-32:46:16.86,266.29084,-32.77135, True PN
3213,356.7-04.7,MPA J1757-3410,57:00.6,-34:10:40.98,269.25242,-34.17805, True PN
3214,356.8+05.1,PHR J1717-2845,17:48.7,-28:45:57.10,259.4529,-28.76586, True PN
3215,356.8-03.6,PHR J1752-3330,52:29.2,-33:30:04.3,268.12175,-33.50119, Possible PN
3216,356.9+00.9,PPA J1734-3102,34:34.3,-31:02:07.6,263.64308,-31.03544, True PN
3217,356.9+02.2,MPA J1729-3016,29:23.1,-30:16:48.43,262.34624,-30.28012, True PN
3218,357.0-04.4,PHR J1756-3342,56:39.5,-33:42:31.07,269.16459,-33.70863, Likely PN
3220,357.1-05.3,BMP J1800-3407,00:26.5,-34:07:49.01,270.11027,-34.13028, Likely PN
3221,357.2+07.2,Terz N 5,11:14.8,-27:11:31.02,257.81167,-27.19195, True PN
3222,357.3+04.1,PHR J1723-2856,23:08.2,-28:56:23.10,260.7842,-28.93975, True PN
3223,357.3+01.3,PHR J1733-3029,33:58.3,-30:29:45.1,263.49292,-30.49586, True PN
3224,357.3+05.7,PHR J1717-2759,17:01.6,-27:59:29.3,259.25667,-27.99147, True PN
3225,357.3-02.0,PPA J1747-3215,47:28.5,-32:15:46.22,266.86878,-32.26284, True PN
3226,357.3+02.8,PHR J1728-2936,28:08.9,-29:36:54.14,262.03711,-29.61504, Likely PN
3227,357.4+03.4,PPA J1725-2915,25:54.5,-29:15:08.17,261.47705,-29.25227, Likely PN
3228,357.4-03.1,PHR J1752-3244,52:00.5,-32:44:09.0,268.00225,-32.73583, True PN
3229,357.5-05.1,PPA J1800-3341,00:43.1,-33:41:58.96,270.17963,-33.69971, Likely PN
3230,357.5+02.0,PPA J1731-2955,31:34.5,-29:55:36.8,262.89375,-29.92689, True PN
3231,357.5+04.5,PPA J1722-2831,22:10.5,-28:31:34.00,260.54369,-28.52611, Likely PN
3232,357.5-05.5,PPA J1802-3350,02:23.8,-33:50:48.05,270.59914,-33.84668, True PN
3233,357.5-02.4,PPA J1749-3216,49:37.9,-32:16:27.80,267.40792,-32.27439, True PN
3234,357.5+01.3,PPA J1734-3015,34:26.0,-30:15:18.04,263.60831,-30.25501, True PN
3235,357.6-03.0,PHR J1752-3233,52:11.8,-32:33:07.55,268.04917,-32.5521, True PN
3236,357.6-06.5,PHR J1806-3416,06:47.3,-34:16:04.08,271.697,-34.2678, True PN
3237,357.6-03.0a,PHR J1752-3230,52:16.0,-32:30:06.84,268.06665,-32.5019, True PN
3238,357.7-04.8,BMP J1759-3321,59:45.2,-33:21:13.00,269.93839,-33.35361, True PN
3239,357.7+01.4,PPA J1734-3004,34:46.6,-30:04:21.04,263.6942,-30.07251, True PN
3240,357.8-04.4,WRAY 17-104,58:25.9,-33:05:01.6,269.60792,-33.08378, True PN
3241,357.8+01.6,PPA J1734-2954,34:01.7,-29:54:35.14,263.50707,-29.90976, True PN
3242,357.8+04.9,PPA J1721-2805,21:33.2,-28:05:20.04,260.38831,-28.0889, Likely PN
3243,357.8-03.3,PHR J1753-3228,53:55.7,-32:28:48.4,268.48213,-32.48011, True PN
3244,357.8+02.3,PHR J1731-2927,31:21.8,-29:27:51.8,262.841,-29.46439, True PN
3245,357.9+01.7,PPA J1733-2945,33:38.4,-29:45:29.99,263.41003,-29.75833, True PN
3246,358.0+01.6,PHR J1734-2944,34:29.0,-29:44:28.97,263.62089,-29.74138, True PN
3247,358.0-02.4,PPA J1750-3152,50:48.6,-31:52:26.8,267.70229,-31.87411, True PN
3249,358.3+05.5,PHR J1720-2719,20:30.8,-27:19:39.86,260.12833,-27.32774, True PN
3250,358.4+02.7,PHR J1731-2850,31:14.3,-28:50:36.89,262.80958,-28.84358, True PN
3251,358.4-05.5,PHR J1804-3306,04:15.0,-33:06:29.88,271.06258,-33.1083, True PN
3252,358.4+02.1,PPA J1733-2908,33:40.5,-29:08:33.6,263.41854,-29.14267, True PN
3253,358.4-02.3,MPA J1751-3128,51:18.5,-31:28:04.04,267.82713,-31.46779, True PN
3254,358.6-03.6,PHR J1756-3157,56:43.7,-31:57:32.94,269.18213,-31.95915, True PN
3255,358.6+02.0,JaSt 2-1,34:29.2,-29:02:04.02,263.62169,-29.03445, Likely PN
3256,358.7-02.5,PHR J1752-3116,52:36.5,-31:16:27.12,268.15208,-31.2742, True PN
3257,358.8+03.4,MPA J1729-2804,29:26.8,-28:04:35.83,262.36166,-28.07662, True PN
3258,358.8-07.6,PHR J1814-3340,14:02.9,-33:40:50.88,273.512,-33.6808, True PN
3259,358.8+03.8,PHR J1727-2747,27:59.5,-27:47:55.07,261.99787,-27.79863, True PN
3260,358.8-06.0,MPA J1807-3254,07:22.0,-32:54:31.18,271.84151,-32.90866, Possible PN
3261,358.9-02.1,PHR J1751-3059,51:38.8,-30:59:53.92,267.91164,-30.99831, True PN
3262,358.9-03.6,PPA J1757-3144,57:48.6,-31:44:04.88,269.45253,-31.73469, Likely PN
3263,358.9+04.7,PHR J1724-2716,24:54.6,-27:16:22.6,261.22746,-27.27294, True PN
3264,359.0-04.9,PHR J1803-3218,03:17.1,-32:18:25.0,270.82125,-32.30694, True PN
3265,359.0+03.7,PHR J1728-2743,28:44.0,-27:43:38.93,262.1833,-27.72748, True PN
3266,359.0+03.0,MPA J1731-2805,31:43.3,-28:05:59.17,262.93039,-28.09977, True PN
3267,359.1+02.9,MPA J1732-2806,32:17.5,-28:06:34.13,263.07295,-28.10948, True PN
3268,359.2-03.1,PHR J1756-3112,56:28.8,-31:12:38.52,269.12,-31.2107, True PN
3269,359.2-02.4,PHR J1753-3051,53:39.7,-30:51:24.4,268.41546,-30.85678, True PN
3270,359.3+01.4a,JaSt 7,38:26.3,-28:47:03.3,264.60958,-28.78425, True PN
3271,359.3-02.8,MPA J1755-3058,55:13.1,-30:58:13.04,268.80451,-30.97029, True PN
3272,359.3-02.3,PHR J1753-3038,53:16.3,-30:38:40.02,268.31786,-30.64445, True PN
3273,359.4-05.6,BMP J1807-3215,07:07.0,-32:15:21.96,271.77918,-32.2561, True PN
3274,359.4+02.3a,PPA J1735-2809,35:12.1,-28:09:31.0,263.80025,-28.15861, True PN
3275,359.4-06.3,PPA J1809-3233,09:52.8,-32:33:43.85,272.47001,-32.56218, Likely PN
3276,359.4-03.3,PHR J1757-3106,57:51.7,-31:06:10.94,269.46538,-31.10304, True PN
3277,359.5-03.7,MPA J1759-3116,59:25.5,-31:16:53.90,269.85623,-31.28164, True PN
3278,359.5+03.5,MPA J1730-2726,30:48.0,-27:26:30.12,262.69993,-27.4417, True PN
3279,359.5-01.8,JaSt 2-7,51:43.9,-30:12:42.48,267.933,-30.2118, True PN
3280,359.6+04.3,PPA J1727-2653,27:58.4,-26:53:44.88,261.9933,-26.8958, True PN
3281,359.7+06.0,BMP J1721-2554,21:58.1,-25:54:24.08,260.49209,-25.90669, True PN
3282,359.7-02.2,PPA J1753-3021,53:59.4,-30:21:49.03,268.49751,-30.36362, True PN
3283,359.7-04.4a,PPA J1802-3124,02:30.3,-31:24:17.17,270.62628,-31.40477, Likely PN
3285,359.7+02.0,PPA J1736-2804,36:56.8,-28:04:41.99,264.23668,-28.07833, True PN
3286,359.7-05.7,PHR J1808-3201,08:10.8,-32:01:25.32,272.045,-32.0237, Likely PN
3287,359.7+03.2,MPA J1732-2724,32:35.9,-27:24:28.12,263.14954,-27.40781, True PN
3288,359.7-05.0,PHR J1805-3140,05:30.2,-31:40:16.14,271.37586,-31.67115, True PN
3289,359.8+03.5,PHR J1731-2709,31:47.8,-27:09:18.86,262.94915,-27.15524, True PN
3290,359.9+01.8,PPA J1738-2800,38:11.8,-28:00:07.20,264.549,-28.002, True PN
3291,359.9-02.6,PHR J1756-3019,56:06.6,-30:19:34.9,269.02746,-30.32636, True PN
3292,359.9-01.8,MPA J1752-2953,52:49.2,-29:53:01.03,268.20488,-29.88362, True PN
4103,002.0-13.4,IC 4776,45:50.7,-33:20:33.79,281.46135,-33.34272, True PN
4104,002.5-05.4,KFL 14,13:00.7,-29:25:10.56,273.253,-29.4196, True PN
4105,003.8-17.1,Hb 8,05:35.9,-33:11:37.64,286.39977,-33.19379, True PN
4106,005.5+06.1,M 3-11,35:21.4,-20:57:23.00,263.83925,-20.95639, True PN
4107,006.0+03.1,M 1-28,47:38.3,-22:06:19.62,266.90942,-22.10545, True PN
4108,006.1+08.3,M 1-20,28:57.6,-19:15:53.82,262.24008,-19.26495, True PN
4109,006.8+04.1,M 3-15,45:31.7,-20:58:01.78,266.38214,-20.96716, True PN
4111,008.2+06.8,Hen 2-260,38:57.4,-18:17:35.77,264.73907,-18.29327, True PN
4112,009.0+04.1,Th 4-5,50:28.3,-19:03:09.07,267.6181,-19.05252, True PN
4113,009.8-07.5,GJJC 1,36:23.0,-23:55:19.13,279.09574,-23.92198, Likely PN
4114,013.7-10.6,Y-C 2-32,55:30.7,-21:49:39.65,283.87773,-21.82768, True PN
4115,014.2+04.2,Sa 3-111,01:06.6,-14:30:21.35,270.27744,-14.50593, True PN
4116,014.7-11.8,SaWe 4,02:17.6,-21:26:51.3,285.57342,-21.44758, True PN
4119,052.2+07.6,K 4-10,59:03.8,37:01.3,284.76572,20.61702, True PN
4120,065.0-27.3,Ps 1,29:58.3,10:02.8,322.49293,12.16743, True PN
4121,084.0+09.5,K 3-73,04:00.1,19:06.6,301.00041,49.3185, True PN
4123,119.4+06.5,Abell 1,12:55.0,10:24.0,3.22917,69.17333, True PN
4126,160.5-00.5,We 1-2,46:43.0,28:01.6,71.67933,44.46711, True PN
4127,233.0-10.1,SaWe 1,50:40.7,-22:26:11.2,102.66963,-22.43644, True PN
4130,283.9-01.8,Hf 4,15:35.1,-58:51:10.37,153.89614,-58.85288, True PN
4131,288.4+00.3,Hf 38,54:35.0,-59:09:46.44,163.646,-59.1629, True PN
4133,299.5+02.4,Hen 2-82,23:53.6,-60:13:13.4,185.97333,-60.22039, True PN
4135,310.7-02.9,Hen 2-103,05:36.7,-64:41:02.04,211.403,-64.6839, True PN
4136,329.5-02.2,HeFa 1,12:33.9,-54:23:39.66,243.14145,-54.39435, True PN
4137,333.4-04.0,HaTr 3,39:37.5,-52:49:12.7,249.90625,-52.82019, True PN
4138,343.0-01.7,Vd 1-9,05:38.9,-43:56:20.36,256.41211,-43.93899, True PN
4139,357.1+04.4,Terz N 18,21:38.0,-28:55:14.34,260.40828,-28.92065, True PN
4140,357.9-05.1,M 1-34,01:22.2,-33:17:43.08,270.34247,-33.2953, True PN
4143,350.4+07.6,PM 1-115,51:06.3,-32:23:00.42,252.77641,-32.38345, True PN
4144,353.0+08.3,MyCn 26,55:47.3,-29:50:18.24,253.94701,-29.8384, True PN
