idPNMain,PNG,Name,RAJ2000,DECJ2000,DRAJ2000,DDECJ2000,LABEL
1291,358.8+04.1,SaWe 2,27:00.4,-27:40:34.1,261.75146,-27.67614, True PN
1293,358.8+03.0,Th 3-26,31:09.3,-28:14:50.42,262.78873,-28.24734, True PN
1294,358.9-00.7,M 1-26,45:57.7,-30:12:00.58,266.49023,-30.20016, True PN
1295,358.9+03.4,H 1-19,30:02.5,-27:59:17.56,262.51062,-27.98821, True PN
1296,358.9+03.2,H 1-20,30:43.8,-28:04:06.67,262.6825,-28.06852, True PN
1297,358.9-03.7,H 1-44,58:10.6,-31:42:56.09,269.54434,-31.71558, True PN
1298,359.0-04.1,M 3-48,59:56.8,-31:54:27.72,269.98659,-31.9077, True PN
1299,359.0+01.1,JaSt 9,38:45.5,-29:08:57.66,264.68957,-29.14935, True PN
1301,359.0-04.8,M 2-25,02:46.6,-32:09:29.38,270.69403,-32.15816, True PN
1302,359.1-02.9,M 3-46,55:05.7,-31:12:16.85,268.77358,-31.20468, True PN
1303,359.1-01.7,M 1-29,50:18.0,-30:34:54.91,267.57501,-30.58192, True PN
1304,359.1+15.1,Abell 40,48:34.5,-21:00:50.54,252.14373,-21.01404, True PN
1305,359.1-02.3,M 3-16,52:46.0,-30:49:34.43,268.19186,-30.82623, True PN
1306,359.2+01.2,19W32,39:02.9,-28:56:35.09,264.76196,-28.94308, Possible PN
1307,359.2-33.5,Hen 3-1863,19:28.7,-41:31:27.48,304.8696,-41.5243, True PN
1308,359.2+04.7,Th 3-14,25:44.1,-26:57:47.70,261.43359,-26.96325, True PN
1309,359.3-00.9,Hb 5,47:56.2,-29:59:39.7,266.98417,-29.99436, True PN
1310,359.3-03.1,M 3-17,56:25.6,-31:04:16.82,269.10684,-31.07134, True PN
1311,359.3-06.0,SB 54,08:31.4,-32:29:59.64,272.131,-32.4999, True PN
1312,359.3-01.8,M 3-44,51:18.9,-30:23:52.98,267.82874,-30.39805, True PN
1313,359.3+01.4,Th 3-35,38:42.2,-28:42:45.32,264.67569,-28.71259, True PN
1314,359.3+03.6,Al 2-E,30:14.4,-27:30:19.40,262.56,-27.50539, True PN
1315,359.4-08.5,SB 55,19:26.6,-33:37:07.1,274.86079,-33.61864, True PN
1316,359.4+02.3,Th 3-32,35:15.5,-28:07:01.70,263.81473,-28.11714, True PN
1317,359.4-03.4,H 2-33,58:12.5,-31:08:06.00,269.55222,-31.135, True PN
1318,359.5+02.6,Al 2-I,34:13.8,-27:56:00.96,263.55759,-27.9336, True PN
1319,359.6-04.8,H 2-36,04:07.7,-31:39:10.66,271.03203,-31.65296, True PN
1320,359.6+02.2,Al 2-K,36:14.2,-28:00:46.3,264.05908,-28.01286, True PN
1321,359.7-02.6,H 1-40,55:36.1,-30:33:32.08,268.90021,-30.55891, True PN
1322,359.7-01.8,M 3-45,52:05.9,-30:05:13.81,268.02469,-30.08717, True PN
1323,359.7-04.4,KFL 3,02:52.8,-31:23:58.13,270.72007,-31.39948, True PN
1324,359.8+03.7,Th 3-25,30:46.7,-27:05:59.14,262.69464,-27.09976, True PN
1326,359.8+06.9,M 3-37,19:13.4,-25:17:17.56,259.80579,-25.28821, True PN
1327,359.8+02.4,Th 3-33,35:48.1,-27:43:20.39,263.9505,-27.72233, True PN
1328,359.8+05.2,Terz N 19,25:23.6,-26:11:53.02,261.34829,-26.19806, True PN
1329,359.8+05.6,M 2-12,24:01.4,-25:59:23.17,261.00604,-25.98977, True PN
1330,359.8-07.2,M 2-32,14:50.6,-32:36:55.22,273.71091,-32.61534, True PN
1331,359.9+05.1,M 3-9,25:43.4,-26:11:55.5,261.43071,-26.19875, True PN
1332,359.9-05.4,KFL 9,07:19.3,-31:42:56.12,271.83036,-31.71559, True PN
1333,359.9-07.4,SB 56,15:32.4,-32:38:00.60,273.885,-32.6335, Possible PN
1334,359.9-04.5,M 2-27,03:52.6,-31:17:46.54,270.96912,-31.29626, True PN
1335,000.0-06.8,H 1-62,13:18.0,-32:19:42.74,273.3248,-32.32854, True PN
2055,000.0-01.8,PHR J1752-2953,52:58.4,-29:53:22.89,268.24321,-29.88969, True PN
2056,000.0-02.1,MPA J1754-2957,54:04.3,-29:57:27.11,268.51797,-29.95753, True PN
2057,000.0-01.3,PPA J1751-2933,51:00.4,-29:33:50.98,267.75171,-29.56416, Likely PN
2058,000.1+01.9,PHR J1738-2748,38:16.3,-27:48:07.88,264.56791,-27.80219, True PN
2059,000.1+02.0,PHR J1738-2746,38:03.1,-27:46:17.76,264.513,-27.7716, True PN
2060,000.1+05.7,PHR J1724-2543,24:04.3,-25:43:13.94,261.01793,-25.72054, True PN
2061,000.1-01.7,JaSt 85,52:48.9,-29:41:59.03,268.20379,-29.69973, True PN
2062,000.2-03.4,PHR J1759-3030,59:47.5,-30:30:32.40,269.948,-30.509, True PN
2063,000.3+07.3,PHR J1718-2441,18:42.8,-24:41:24.97,259.67831,-24.69027, True PN
2064,000.3+04.5,PHR J1729-2614,29:07.3,-26:14:44.95,262.28044,-26.24582, True PN
2065,000.3+03.2,PHR J1733-2655,33:52.6,-26:55:27.12,263.469,-26.9242, Likely PN
2066,000.3-01.6,PHR J1752-2930,52:52.1,-29:30:00.97,268.21714,-29.50027, True PN
2067,000.3-03.4,MPA J1800-3023,00:11.1,-30:23:48.84,270.04626,-30.3969, True PN
2068,000.3+04.2,PPA J1730-2621,30:12.3,-26:21:01.08,262.55121,-26.3503, True PN
2069,000.3-04.2a,MPA J1803-3046,03:25.8,-30:46:25.14,270.85753,-30.77365, Possible PN
2070,000.3+03.4,PHR J1733-2647,33:27.4,-26:48:00.36,263.364,-26.8001, Likely PN
2071,000.3+05.6,PHR J1725-2534,25:13.1,-25:34:16.07,261.30452,-25.57113, True PN
2072,000.3-04.2,MPA J1803-3043,03:21.7,-30:43:35.72,270.84042,-30.72659, True PN
2073,000.4+04.4,K 5-1,29:52.4,-26:11:13.3,262.46821,-26.18703, True PN
2074,000.5-03.1a,MPA J1759-3007,59:25.2,-30:07:18.2,269.85496,-30.12172, Possible PN
2075,000.5+02.8,PHR J1735-2659,35:55.6,-26:59:16.91,263.98169,-26.98803, True PN
2076,000.6-03.2,MPA J1759-3004,59:56.7,-30:04:27.95,269.98625,-30.07443, True PN
2077,000.6+03.1,PHR J1734-2644,34:55.9,-26:44:16.44,263.733,-26.7379, True PN
2078,000.6-01.4,JaSt 88,53:00.7,-29:05:52.87,268.2529,-29.09802, True PN
2079,000.7+08.0,MPA J1717-2356,17:09.0,-23:56:29.26,259.28769,-23.94146, True PN
2080,000.8-05.7,PPA J1810-3104,10:24.5,-31:04:04.44,272.602,-31.0679, True PN
2081,000.9+02.1,MPA J1739-2702,39:30.1,-27:02:02.04,264.87535,-27.0339, True PN
2082,000.9-01.0,MPA J1751-2838,51:43.3,-28:38:58.9,267.93033,-28.64969, True PN
2083,000.9-04.2,PHR J1804-3016,04:48.2,-30:16:49.2,271.20071,-30.28033, True PN
2084,000.9+01.8,PPA J1740-2708,40:51.8,-27:08:48.26,265.21567,-27.14674, True PN
2085,000.9-03.3,PHR J1801-2947,01:13.4,-29:47:00.10,270.30578,-29.78336, True PN
2086,001.0+02.2,PPA J1739-2652,39:11.3,-26:52:20.14,264.79712,-26.87226, True PN
2087,001.0-01.9,K 6-35,55:43.2,-29:04:03.72,268.93,-29.0677, True PN
2088,001.1+02.2,MPA J1739-2648,39:49.7,-26:48:44.96,264.95714,-26.81249, True PN
2089,001.1-11.5,PPA1835-3324,35:43.4,-33:24:43.92,278.931,-33.4122, Possible PN
2090,001.1-01.2,JaSt 2-10,53:17.4,-28:36:07.16,268.32257,-28.60199, True PN
2091,001.2+08.6,BMP J1716-2313,16:20.9,-23:13:56.68,259.0872,-23.23241, Likely PN
2092,001.2-02.0,JaSt 2-20,56:36.2,-28:57:18.36,269.151,-28.9551, True PN
2093,001.2-05.6,PHR J1811-3042,11:02.7,-30:42:11.92,272.76128,-30.70331, True PN
2094,001.2-02.6,PHR J1759-2915,59:02.8,-29:15:00.97,269.76172,-29.25027, Likely PN
2095,001.2-03.8,PHR J1803-2947,03:29.8,-29:46:57.36,270.874,-29.7826, True PN
2096,001.2+02.8,PPA J1737-2621,37:30.3,-26:21:43.92,264.37623,-26.3622, Possible PN
2097,001.4-04.4,BMP J1806-2958,06:39.1,-29:58:52.79,271.66278,-29.98133, True PN
2098,001.4+06.3,Bica 1,24:53.8,-24:19:20.89,261.22413,-24.32247, True PN
2099,001.4+04.3,PHR J1732-2522,32:27.1,-25:22:48.86,263.11289,-25.38024, True PN
2100,001.5-02.8,PPA J1800-2904,00:22.4,-29:04:38.86,270.09335,-29.07746, True PN
2101,001.5-02.4,PHR J1758-2852,58:49.2,-28:52:55.92,269.70504,-28.8822, True PN
2102,001.5+03.1,PHR J1737-2559,37:16.5,-25:59:37.90,264.31876,-25.99386, True PN
2104,001.6-02.6,PHR J1759-2853,59:58.9,-28:53:56.8,269.99542,-28.89911, True PN
2105,001.6-00.6,Sab 44,51:55.7,-27:48:02.88,267.982,-27.8008, True PN
2106,001.6+01.6,MPA J1743-2636,43:06.8,-26:36:30.20,265.77834,-26.60839, True PN
2107,001.7-02.6,PPA J1800-2846,00:00.6,-28:46:27.05,270.00255,-28.77418, True PN
2108,001.7+03.6,PHR J1735-2527,35:47.4,-25:27:43.06,263.94747,-25.46196, True PN
2109,001.8-05.0,PHR J1809-2952,09:46.9,-29:52:53.83,272.4454,-29.88162, True PN
2110,001.8-02.0,PHR J1757-2824,57:42.2,-28:24:07.06,269.42581,-28.40196, True PN
2111,001.8-03.7,PHR J1804-2913,04:28.5,-29:13:57.4,271.11879,-29.23261, True PN
2112,001.8-03.2,MPA J1802-2900,02:50.2,-29:00:20.05,270.70911,-29.00557, True PN
2113,001.8-02.7,PHR J1800-2842,00:36.0,-28:42:50.29,270.15019,-28.71397, True PN
2114,001.9-02.5,PPA J1759-2834,59:52.7,-28:34:47.6,269.9695,-28.57989, True PN
2115,001.9+02.1,PHR J1741-2609,41:44.7,-26:09:19.94,265.4362,-26.15554, True PN
2116,001.9+01.9,MPA J1742-2613,42:45.8,-26:13:45.6,265.69071,-26.22933, True PN
2117,002.0-03.4,PPA J1803-2855,03:37.9,-28:55:41.63,270.90807,-28.92823, True PN
2118,002.0+00.7,MPA J1747-2649,47:28.3,-26:49:48.65,266.868,-26.83018, True PN
2119,002.0-03.1,PHR J1802-2847,02:48.5,-28:47:40.99,270.70207,-28.79472, True PN
2120,002.0+01.5,PHR J1744-2624,44:33.5,-26:24:53.96,266.1396,-26.41499, True PN
2121,002.0+06.2,PHR J1726-2351,26:54.4,-23:51:27.94,261.72673,-23.85776, True PN
2122,002.0-03.2,PHR J1803-2848,03:10.3,-28:48:52.20,270.793,-28.8145, True PN
2123,002.0-02.4,MPA J1800-2825,00:09.7,-28:25:25.07,270.04044,-28.42363, True PN
2124,002.0-02.5,PPA J1800-2826,00:18.7,-28:26:07.84,270.0779,-28.43551, True PN
2125,002.0+06.6,PHR J1725-2338,25:41.8,-23:38:31.92,261.424,-23.6422, True PN
2126,002.1-02.8,PHR J1801-2831,01:32.3,-28:31:45.01,270.38454,-28.52917, True PN
2127,002.1-00.9,K 5-35,54:18.8,-27:36:36.00,268.5783,-27.61, Likely PN
2128,002.1+02.6,Terz N 117,40:30.7,-25:44:41.64,265.128,-25.7449, True PN
2129,002.1-04.1,PHR J1806-2909,06:49.7,-29:09:59.15,271.7071,-29.16643, True PN
2130,002.1-01.1,MPA J1755-2741,55:10.4,-27:41:39.73,268.79333,-27.69437, True PN
2131,002.1+01.2,MPA J1745-2626,45:54.9,-26:26:43.12,266.47879,-26.44531, Likely PN
2132,002.1-08.3,PPA J1824-3107,24:21.7,-31:07:09.59,276.09062,-31.11933, Likely PN
2133,002.1-02.4,PPA J1800-2818,00:18.8,-28:18:34.85,270.07832,-28.30968, True PN
2134,002.2-04.3,K 6-40,08:06.5,-29:13:10.56,272.027,-29.2196, True PN
2135,002.2-01.2,PPA J1755-2739,55:45.5,-27:39:41.87,268.93974,-27.66163, True PN
2136,002.2+01.7,PPA J1744-2605,44:01.7,-26:05:45.17,266.0069,-26.09588, True PN
2137,002.2+05.8,PHR J1729-2354,29:10.6,-23:54:30.24,262.29419,-23.9084, True PN
2139,002.3-01.9,PHR J1758-2756,58:35.1,-27:56:56.00,269.6463,-27.94889, True PN
2140,002.3-05.9,PPA J1814-2951,14:26.7,-29:51:47.02,273.61135,-29.86306, Likely PN
2141,002.3+06.2,PPA J1727-2338,27:41.7,-23:38:53.05,261.92373,-23.64807, True PN
2142,002.3+01.7,PHR J1744-2603,44:35.4,-26:03:35.24,266.14756,-26.05979, True PN
2143,002.3-06.2,PHR J1815-2957,15:45.1,-29:57:44.28,273.938,-29.9623, True PN
2144,002.3+03.6,PPA J1737-2501,37:23.9,-25:01:32.23,264.34979,-25.02562, Likely PN
2145,002.3+02.4,PPA J1741-2538,41:48.4,-25:38:17.95,265.45171,-25.63832, True PN
2146,002.3+06.5,PPA J1726-2325,26:33.8,-23:25:14.5,261.64071,-23.42069, True PN
2147,002.4-03.1,PPA J1803-2826,03:24.7,-28:26:25.12,270.85296,-28.44031, True PN
2148,002.4-05.0,K 6-41,11:12.5,-29:22:00.05,272.80209,-29.36668, True PN
2149,002.4+03.5,PHR J1738-2500,38:00.3,-25:00:46.12,264.50127,-25.01281, True PN
2150,002.4-03.4,PHR J1804-2833,04:55.4,-28:33:07.88,271.2308,-28.55219, True PN
2151,002.4-02.6,PHR J1801-2809,01:45.3,-28:09:36.97,270.4388,-28.16027, True PN
2152,002.4+07.0,PHR J1724-2302,24:53.2,-23:02:34.04,261.22168,-23.04279, True PN
2153,002.4+01.1,PHR J1746-2611,46:52.0,-26:11:50.10,266.71669,-26.19725, True PN
2154,002.4+02.1,PHR J1743-2541,43:13.1,-25:41:38.83,265.80457,-25.69412, True PN
2155,002.5+04.8,PPA J1733-2415,33:22.1,-24:15:04.32,263.342,-24.2512, True PN
2156,002.5+01.9,PHR J1744-2545,44:00.3,-25:45:35.93,266.00121,-25.75998, True PN
2157,002.5+04.9,PHR J1732-2408,32:58.2,-24:08:45.17,263.24253,-24.14588, True PN
2158,002.5+02.0,PHR J1743-2538,43:39.5,-25:38:16.66,265.91438,-25.63796, True PN
2159,002.6-03.1,PHR J1804-2816,04:13.1,-28:16:11.93,271.05455,-28.26998, True PN
2160,002.6+04.8,PHR J1733-2407,33:37.8,-24:07:46.20,263.40751,-24.1295, Likely PN
2161,002.6+02.3,PHR J1742-2525,42:52.1,-25:25:42.85,265.7171,-25.42857, True PN
2162,002.6-01.7,PHR J1758-2729,58:28.9,-27:29:40.06,269.62047,-27.49446, True PN
2163,002.6-02.8,PHR J1803-2804,03:08.5,-28:04:14.88,270.78541,-28.0708, True PN
2164,002.7+01.7,PPA J1745-2542,45:18.9,-25:42:05.11,266.32876,-25.70142, True PN
2165,002.7+03.8,PHR J1737-2435,37:32.0,-24:35:41.10,264.38342,-24.59475, True PN
2167,002.7-03.7,PHR J1806-2824,06:32.1,-28:24:27.11,271.63375,-28.40753, True PN
2168,002.7-02.4,PPA J1801-2746,01:32.4,-27:46:07.00,270.385,-27.76861, Likely PN
2169,002.8-10.7,PHR J1835-3135,35:33.6,-31:35:44.38,278.8901,-31.59566, True PN
2170,002.8-04.1,PHR J1808-2835,08:27.8,-28:35:37.00,272.1159,-28.59361, True PN
2171,002.9-03.0,PHR J1804-2757,04:17.3,-27:57:16.92,271.072,-27.9547, True PN
2172,002.9-10.2,PHR J1833-3115,33:42.8,-31:15:42.95,278.42834,-31.26193, True PN
2174,002.9-03.3,PHR J1805-2804,05:44.4,-28:04:45.91,271.43503,-28.07942, True PN
2175,002.9-07.0,PPA J1820-2948,20:35.5,-29:48:48.60,275.148,-29.8135, Likely PN
2176,003.0-05.0,PHR J1812-2848,12:23.4,-28:48:09.90,273.09754,-28.80275, True PN
2177,003.0-01.7,PHR J1759-2712,59:33.2,-27:12:49.82,269.88836,-27.21384, True PN
2178,003.1-01.6,PHR J1759-2706,59:25.9,-27:06:18.6,269.85796,-27.10517, Likely PN
2179,003.1+03.7,PHR J1738-2419,38:51.7,-24:19:44.11,264.71537,-24.32892, Possible PN
2180,003.1+05.2,PHR1733-2327,33:07.0,-23:28:00.26,263.27935,-23.46674, True PN
2181,003.1+01.9,PPA J1745-2514,45:40.0,-25:14:05.57,266.41656,-25.23488, Possible PN
2182,003.1-02.1,PHR J1801-2718,01:24.9,-27:18:11.0,270.35358,-27.30306, True PN
2183,003.3-03.3,PHR J1806-2747,06:28.0,-27:47:15.79,271.61665,-27.78772, True PN
2184,003.3-04.4,PPA J1810-2813,10:36.1,-28:13:45.6,272.65046,-28.22933, True PN
2185,003.3-01.6,PHR J1759-2651,59:55.3,-26:51:49.03,269.98035,-26.86362, True PN
2186,003.4-01.8,PHR J1800-2653,00:42.3,-26:53:36.85,270.17628,-26.89357, True PN
2187,003.4+01.4,PHR J1748-2515,48:15.5,-25:15:14.04,267.06454,-25.2539, Likely PN
2188,003.4+04.3,PHR J1737-2341,37:09.0,-23:41:23.96,264.28753,-23.68999, True PN
2189,003.5+04.3,PPA J1737-2341,37:28.4,-23:41:30.98,264.36838,-23.69194, Possible PN
2190,003.5+02.7,PHR J1743-2431,43:39.2,-24:31:54.0,265.91342,-24.53167, True PN
2191,003.5-02.9,MPA J1805-2721,05:13.1,-27:21:07.88,271.30462,-27.35219, True PN
2192,003.5+04.5,PHR J1736-2330,36:36.5,-23:30:20.88,264.15212,-23.5058, True PN
2193,003.5+01.3,MPA J1748-2511,48:41.7,-25:11:34.22,267.17378,-25.19284, Possible PN
2195,003.5-02.3,PHR J1803-2702,03:09.8,-27:02:45.85,270.79086,-27.04607, True PN
2196,003.6-03.0,PHR J1805-2723,05:57.8,-27:23:08.99,271.49081,-27.38583, True PN
2197,003.6-01.3,PHR J1759-2630,59:12.1,-26:30:24.05,269.8004,-26.50668, True PN
2198,003.6-02.8,MPA J1805-2712,05:03.2,-27:12:32.98,271.26333,-27.20916, Possible PN
2199,003.6-06.6,BMP J1820-2900,20:16.8,-29:00:45.47,275.06991,-29.01263, Possible PN
2200,003.6+02.7,PHR J1743-2424,43:49.4,-24:24:02.52,265.956,-24.4007, True PN
2202,003.7+00.5,PHR J1752-2527,52:08.6,-25:27:47.92,268.03581,-25.46331, Possible PN
2203,003.8-02.4,PHR J1804-2653,04:02.6,-26:53:27.13,271.01079,-26.89087, True PN
2204,003.8-03.2,PHR J1807-2715,07:15.0,-27:15:51.23,271.81252,-27.26423, True PN
2205,003.8-01.9,PHR J1802-2637,02:11.2,-26:37:07.86,270.54669,-26.61885, True PN
2207,003.9+02.1,PHR J1746-2426,46:39.0,-24:26:27.3,266.6625,-24.44092, True PN
2208,003.9+06.1,PHR J1731-2216,31:43.0,-22:16:36.84,262.929,-22.2769, True PN
2209,004.0+02.6,PHR J1744-2406,44:46.3,-24:06:58.90,266.19292,-24.11636, True PN
2210,004.0-02.7,PPA J1805-2649,05:26.3,-26:49:02.93,271.35955,-26.81748, True PN
2211,004.0-02.6,PHR J1804-2645,04:59.5,-26:45:16.88,271.24794,-26.75469, True PN
2213,004.0-02.5,PHR J1804-2643,04:58.9,-26:42:34.99,271.24546,-26.70972, True PN
2214,004.1+07.8,PHR J1726-2117,26:12.3,-21:17:55.00,261.55126,-21.29861, True PN
2215,004.1+03.6,PPA J1741-2332,41:28.8,-23:32:19.18,265.37001,-23.53866, True PN
2216,004.1-03.0,PHR J1806-2652,06:56.0,-26:52:54.01,271.73331,-26.88167, True PN
2218,004.1+01.7,PPA J1748-2427,48:32.3,-24:27:10.04,267.13443,-24.45279, Possible PN
2219,004.2+02.0a,MPA J1747-2414,47:38.0,-24:14:26.45,266.90853,-24.24068, Likely PN
2220,004.2-02.5,PHR J1805-2631,05:20.0,-26:31:44.8,271.33354,-26.52911, True PN
2221,004.3+01.8a,PHR J1748-2417,48:33.0,-24:17:36.02,267.13752,-24.29334, True PN
2222,004.3+06.4,G 4.4+6.4,31:51.8,-21:49:18.5,262.96575,-21.82181, Likely PN
2223,004.3-01.4,PPA J1801-2553,01:18.9,-25:53:21.05,270.32875,-25.88918, True PN
2225,004.4-03.1,PHR J1807-2637,08:00.2,-26:37:38.03,272.00085,-26.62723, True PN
2226,004.5+02.0,MPA J1748-2402,48:21.5,-24:02:14.46,267.08941,-24.03735, Likely PN
2227,004.6+06.1,PHR J1733-2151,33:33.0,-21:51:23.00,263.38753,-21.85639, True PN
2228,004.6+01.8,BMP J1749-2356,49:14.7,-23:56:41.89,267.31144,-23.94497, True PN
2229,004.8-01.1,PHR J1801-2522,01:16.9,-25:22:38.06,270.32047,-25.37724, True PN
2230,004.8+05.7,PHR J1735-2146,35:17.0,-21:46:29.89,263.82081,-21.77497, True PN
2231,004.8-00.5,PHR J1759-2501,59:04.9,-25:01:48.83,269.77043,-25.03023, True PN
2232,004.8-04.6,PHR J1814-2659,14:48.2,-26:59:12.80,273.70082,-26.98689, True PN
2233,004.9-08.6,PPA J1831-2849,31:11.2,-28:49:13.08,277.79667,-28.8203, Likely PN
2234,004.9+03.4,PHR J1744-2254,44:17.1,-22:54:56.95,266.07106,-22.91582, True PN
2235,005.0-10.1,PPA J1837-2922,37:35.0,-29:22:42.02,279.39589,-29.37834, Possible PN
2236,005.0+02.2,PHR J1748-2326,48:46.0,-23:26:26.99,267.19173,-23.44083, True PN
2237,005.1+03.2,PHR J1745-2254,45:17.0,-22:54:57.89,266.32083,-22.91608, True PN
2238,005.1+02.6,PHR J1747-2311,47:30.7,-23:11:49.02,266.87797,-23.19695, Likely PN
2239,005.2-10.8,PPA J1840-2931,40:50.6,-29:31:23.20,280.21086,-29.52311, True PN
2240,005.2-01.6,PPA J1803-2516,03:52.4,-25:17:00.56,270.96821,-25.28349, True PN
2241,005.2-02.4,PHR J1806-2536,06:49.2,-25:36:45.18,271.70503,-25.61255, Possible PN
2242,005.2-02.4a,PHR J1807-2535,07:03.3,-25:35:42.90,271.76378,-25.59525, True PN
2243,005.3-02.0,PHR J1805-2520,05:28.1,-25:20:25.98,271.36713,-25.34055, Likely PN
2244,005.4+04.0,PHR J1742-2214,42:54.7,-22:14:15.97,265.72792,-22.23777, True PN
2245,005.4-03.4,PHR J1811-2557,11:20.4,-25:57:19.80,272.835,-25.9555, True PN
2246,005.4+05.4,PHR J1737-2126,37:41.5,-21:26:26.38,264.42275,-21.44066, True PN
2247,005.5-00.8,PPA J1801-2437,01:25.2,-24:37:10.02,270.35503,-24.61945, Possible PN
2249,005.8+02.2b,MPA J1750-2248b,50:26.4,-22:48:51.70,267.6099,-22.81436, Possible PN
2250,005.8-08.6,PPA J1832-2759,32:50.4,-27:59:25.40,278.20983,-27.99039, Likely PN
2251,005.8-09.2,PPA J1835-2811,35:21.0,-28:11:52.08,278.83745,-28.1978, Likely PN
2252,005.9-09.8,CGMW 4-2031,37:54.6,-28:27:31.21,279.47752,-28.45867, True PN
2253,006.0+05.6,PHR J1738-2052,38:25.7,-20:52:17.94,264.60713,-20.87165, True PN
2254,006.0+01.2,PHR J1754-2309,54:44.8,-23:09:07.06,268.68668,-23.15196, True PN
2255,006.1+01.5,PHR J1753-2254,53:45.3,-22:54:01.19,268.43876,-22.90033, True PN
2256,006.1+03.9,PHR J1745-2141,45:06.5,-21:41:57.12,266.27708,-21.6992, True PN
2257,006.1+03.5,PHR J1746-2150,46:13.4,-21:50:49.16,266.55586,-21.84699, True PN
2258,006.1-02.1,PPA J1807-2439,07:40.9,-24:39:20.20,271.92062,-24.65561, True PN
2259,006.1+00.8,PPA J1756-2311,56:33.2,-23:11:47.00,269.13837,-23.19639, True PN
2260,006.2+06.9,PHR J1734-2000,34:13.7,-20:00:50.54,263.55716,-20.01404, True PN
2261,006.2-09.1,CGMW 4-1723,35:44.6,-27:51:21.06,278.93578,-27.85585, True PN
2262,006.3+02.2,MPA J1751-2223,51:40.1,-22:23:17.56,267.9169,-22.38821, True PN
2263,006.3+01.7,PHR J1753-2234,53:28.3,-22:34:22.98,268.36797,-22.57305, True PN
2264,006.3-04.6,PPA J1818-2541,18:01.5,-25:41:03.08,274.50624,-25.68419, True PN
2265,006.4-03.4,PHR J1813-2505,13:27.0,-25:05:52.04,273.36247,-25.09779, True PN
2266,006.4-05.5,PHR J1821-2601,21:46.2,-26:01:45.16,275.44248,-26.02921, True PN
2267,006.5-03.9,PHR J1815-2513,15:23.8,-25:13:44.76,273.849,-25.2291, True PN
2268,006.5+08.7,PHR J1728-1844,28:14.0,-18:44:31.06,262.05839,-18.74196, True PN
2269,006.5+04.3,PHR J1744-2103,44:10.8,-21:03:02.52,266.045,-21.0507, True PN
2270,006.6-04.7,PHR J1818-2531,18:50.7,-25:31:35.98,274.71127,-25.52666, True PN
2271,006.7+03.2,MPA J1749-2127,49:02.4,-21:28:06.49,267.25992,-21.46847, True PN
2272,006.8-07.5,PPA J1830-2637,30:28.3,-26:37:18.01,277.61797,-26.62167, Likely PN
2273,006.9+01.5,MPA J1755-2212,55:36.7,-22:12:47.23,268.90271,-22.21312, True PN
2274,006.9-05.1,MPA J1820-2524,20:57.7,-25:24:22.43,275.24028,-25.40623, True PN
2275,007.1+07.4,PHR J1734-1901,34:30.3,-19:01:01.0,263.62633,-19.01694, True PN
2276,007.1-05.0,PHR J1820-2510,20:58.8,-25:10:18.01,275.24496,-25.17167, True PN
2277,007.1-04.7,PPA J1819-2502,19:58.9,-25:02:21.26,274.99523,-25.03924, Possible PN
2278,007.2+04.9,PHR J1743-2013,43:34.0,-20:13:55.78,265.89165,-20.23216, True PN
2279,007.2+03.4,PHR J1749-2101,49:13.8,-21:01:43.36,267.30732,-21.02871, True PN
2280,007.2-08.1,PHR J1833-2632,33:21.5,-26:32:28.00,278.33954,-26.54111, True PN
2282,007.2-03.6,MPA J1816-2427,16:00.2,-24:27:33.98,274.00076,-24.45944, True PN
2283,007.3+07.8,PHR J1733-1836,33:15.9,-18:36:16.13,263.31623,-18.60448, True PN
2284,007.3+01.7,PHR J1755-2142,55:34.7,-21:42:38.09,268.89457,-21.71058, True PN
2285,007.3-10.1,PHR J1841-2716,41:54.8,-27:16:42.56,280.47851,-27.27849, True PN
2286,007.4+01.7,PHR J1755-2140,55:42.5,-21:40:18.48,268.92694,-21.6718, True PN
2287,007.4-04.6,BMP J1820-2441,20:06.3,-24:41:23.93,275.02634,-24.68998, Possible PN
2288,007.5-02.4,PPA J1811-2337,11:40.5,-23:37:16.10,272.91894,-23.62114, True PN
2289,007.5+02.7,PHR J1752-2102,52:30.9,-21:02:04.92,268.12881,-21.0347, True PN
2290,007.5-05.0,BMP J1822-2449,22:10.4,-24:49:53.87,275.54346,-24.83163, Possible PN
2291,007.6+02.0,PHR J1755-2118,55:03.6,-21:18:38.12,268.76498,-21.31059, True PN
2292,007.7+01.2,PHR J1758-2139,58:24.5,-21:39:39.02,269.60209,-21.66084, True PN
2293,007.7-01.6,PHR J1809-2303,09:12.7,-23:03:56.74,272.30271,-23.06576, True PN
2294,007.7+03.9,PHR J1748-2016,48:27.4,-20:16:30.86,267.11416,-20.27524, True PN
2295,007.8+01.2,MPA J1758-2135,58:33.8,-21:35:14.89,269.64104,-21.58747, Likely PN
2296,007.9+04.3,PHR J1747-1957,47:15.5,-19:57:27.86,266.81457,-19.95774, True PN
2297,007.9-12.5,PHR J1852-2749,52:50.9,-27:49:08.80,283.21213,-27.81911, True PN
2298,007.9+03.8,PHR J1748-2009,48:58.2,-20:09:29.99,267.24256,-20.15833, True PN
2299,007.9-04.1,PPA J1819-2405,19:20.0,-24:05:04.34,274.8335,-24.08454, True PN
2300,008.1+01.3,PHR J1758-2112,58:40.6,-21:12:46.01,269.66919,-21.21278, True PN
